Country,Education,Experience,Salary
United States of America,Bachelor,1.0,55000.0
United States of America,No College,26.0,147000.0
Germany,Master,16.0,85397.0
Poland,Master,11.0,33408.0
United States of America,Bachelor,20.0,180000.0
Canada,No College,4.0,39328.0
United States of America,Bachelor,10.0,130000.0
United States of America,Bachelor,15.0,137500.0
United States of America,No College,14.0,100000.0
United States of America,Bachelor,6.0,75000.0
United States of America,Bachelor,21.0,155000.0
United States of America,Master,11.0,60000.0
Canada,Post Grad,20.0,68068.0
United States of America,No College,10.0,200000.0
Germany,Master,4.0,58373.0
United States of America,Bachelor,20.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Master,2.0,58167.0
Italy,No College,13.0,43239.0
Netherlands,Bachelor,5.0,54049.0
United States of America,Master,3.0,86000.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,14.0,55582.0
United States of America,Master,22.0,225000.0
United States of America,No College,3.0,50000.0
Netherlands,No College,0.5,32424.0
United States of America,Master,13.0,180000.0
United States of America,No College,15.0,130000.0
United States of America,Bachelor,10.0,140000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,25.0,103408.0
Canada,Master,14.0,68068.0
United States of America,Bachelor,17.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Master,18.0,113748.0
United States of America,No College,20.0,166000.0
United States of America,Master,9.0,131470.0
United States of America,Post Grad,31.0,200000.0
Canada,Bachelor,12.0,147481.0
Brazil,Master,5.0,27492.0
Poland,No College,0.5,18228.0
United States of America,Bachelor,4.0,95000.0
United Kingdom of Great Britain and Northern Ireland,Master,6.0,84019.0
Brazil,Bachelor,13.0,68724.0
United States of America,Post Grad,37.0,210000.0
Canada,Master,6.0,90758.0
United States of America,No College,12.0,90000.0
United States of America,Master,11.0,150000.0
United States of America,Bachelor,4.0,189000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,52996.0
United States of America,Bachelor,0.5,152200.0
Canada,Post Grad,13.0,98321.0
United Kingdom of Great Britain and Northern Ireland,No College,1.0,23463.0
India,Bachelor,3.0,25829.0
France,Master,24.0,64859.0
Brazil,Bachelor,3.0,17040.0
Spain,Bachelor,8.0,46482.0
United States of America,No College,6.0,120000.0
United States of America,Master,25.0,173000.0
United States of America,Bachelor,3.0,70000.0
United States of America,No College,11.0,169125.0
United States of America,Bachelor,4.0,120000.0
United States of America,Bachelor,4.0,82000.0
Netherlands,Master,8.0,108098.0
Russian Federation,Post Grad,11.0,22644.0
Canada,Master,13.0,94539.0
United Kingdom of Great Britain and Northern Ireland,No College,7.0,85311.0
Switzerland,Master,1.0,101649.0
United States of America,No College,13.0,150000.0
Brazil,Master,6.0,32988.0
United States of America,Post Grad,6.0,170000.0
United States of America,Bachelor,8.0,60000.0
United States of America,Bachelor,7.0,123000.0
United States of America,Bachelor,28.0,135000.0
United States of America,Bachelor,5.0,114000.0
Canada,Bachelor,4.0,113447.0
United States of America,No College,12.0,230000.0
United States of America,Bachelor,1.0,50000.0
Spain,Bachelor,2.0,39996.0
Sweden,Master,17.0,67500.0
United States of America,Bachelor,20.0,160000.0
United States of America,Bachelor,25.0,220000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,49119.0
Canada,No College,20.0,83194.0
United States of America,Bachelor,7.0,133400.0
United States of America,Bachelor,16.0,179000.0
Russian Federation,Post Grad,21.0,22644.0
Canada,Bachelor,26.0,132355.0
United States of America,Post Grad,8.0,153000.0
United States of America,Bachelor,13.0,220000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,74970.0
United States of America,Bachelor,8.0,116000.0
United States of America,Bachelor,18.0,200000.0
United States of America,Master,12.0,62000.0
United States of America,No College,21.0,175000.0
United States of America,Bachelor,24.0,125000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,49119.0
Sweden,No College,0.5,31908.0
United States of America,Bachelor,20.0,130000.0
United States of America,Bachelor,5.0,145000.0
United States of America,Bachelor,18.0,90000.0
France,Master,2.0,37834.0
United States of America,Bachelor,29.0,204000.0
United States of America,Bachelor,4.0,72000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,77556.0
Germany,Bachelor,9.0,51888.0
Italy,Master,1.0,29186.0
United States of America,Bachelor,6.0,160000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,13.0,84462.0
France,Master,11.0,74047.0
United States of America,Bachelor,14.0,155000.0
Turkey,Master,12.0,23664.0
France,Master,21.0,73507.0
Brazil,Bachelor,7.0,137436.0
United States of America,Bachelor,10.0,210000.0
Brazil,Bachelor,4.0,36651.0
Russian Federation,Post Grad,31.0,13212.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,103408.0
United States of America,No College,9.0,80000.0
Russian Federation,No College,17.0,37752.0
United States of America,Bachelor,6.0,99000.0
Italy,No College,23.0,54049.0
United States of America,No College,14.0,230000.0
United States of America,Bachelor,8.0,170000.0
Canada,Bachelor,3.0,52942.0
Canada,No College,7.0,60505.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,21.0,102693.0
United States of America,Bachelor,16.0,80000.0
Russian Federation,No College,9.0,120000.0
United States of America,No College,2.0,70000.0
Germany,No College,7.0,67021.0
United States of America,Bachelor,14.0,160000.0
Sweden,Bachelor,5.0,59772.0
Brazil,Bachelor,4.0,23364.0
United States of America,No College,33.0,125000.0
United States of America,Bachelor,40.0,180000.0
Spain,Post Grad,21.0,52968.0
United States of America,No College,19.0,208000.0
Canada,Bachelor,1.0,56723.0
Canada,Master,10.0,88489.0
United States of America,Master,10.0,115000.0
United States of America,No College,4.0,75000.0
United States of America,Bachelor,6.0,140000.0
United States of America,Master,10.0,117492.0
United States of America,Bachelor,34.0,120000.0
Turkey,Bachelor,2.0,21696.0
United States of America,Bachelor,6.0,97000.0
Brazil,Post Grad,7.0,19236.0
Italy,Bachelor,4.0,32429.0
Sweden,Master,15.0,73644.0
United States of America,No College,3.0,90000.0
United States of America,Bachelor,13.0,120000.0
United States of America,No College,4.0,165000.0
United States of America,Bachelor,1.0,80000.0
Canada,Bachelor,5.0,68068.0
Spain,Master,11.0,71345.0
United States of America,Bachelor,5.0,92000.0
Canada,Post Grad,18.0,113447.0
United States of America,Bachelor,4.0,225000.0
Brazil,Bachelor,3.0,25885.0
Canada,Bachelor,35.0,143699.0
United Kingdom of Great Britain and Northern Ireland,Master,8.0,77556.0
United States of America,No College,7.0,157000.0
United States of America,Post Grad,5.0,76000.0
United States of America,Master,25.0,200000.0
United States of America,Bachelor,16.0,150000.0
United States of America,Master,15.0,178200.0
United States of America,Bachelor,9.0,120000.0
United States of America,Bachelor,20.0,155000.0
United States of America,Bachelor,3.0,14400.0
United States of America,Bachelor,12.0,75000.0
United States of America,Bachelor,20.0,195000.0
France,No College,12.0,38915.0
United States of America,Bachelor,6.0,97736.0
United Kingdom of Great Britain and Northern Ireland,No College,17.0,109860.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,34.0,84019.0
United States of America,Bachelor,4.0,59820.0
United States of America,Master,4.0,85000.0
United States of America,Bachelor,1.0,90000.0
Canada,No College,25.0,22692.0
United States of America,Master,8.0,145000.0
Brazil,Post Grad,6.0,27492.0
United States of America,Bachelor,7.0,200000.0
United States of America,Master,30.0,160000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,49119.0
United States of America,Master,22.0,175000.0
Netherlands,No College,17.0,64859.0
United States of America,Master,3.0,225000.0
Canada,Bachelor,25.0,67312.0
United States of America,Bachelor,15.0,230000.0
United States of America,No College,25.0,75000.0
United States of America,Bachelor,8.0,132000.0
United States of America,Bachelor,0.5,96250.0
Switzerland,Master,3.0,41508.0
India,Bachelor,10.0,18150.0
United States of America,No College,30.0,150000.0
Canada,Bachelor,10.0,79413.0
Turkey,Master,15.0,39444.0
United States of America,Bachelor,4.0,135000.0
United States of America,Bachelor,13.0,89900.0
Brazil,Master,32.0,74220.0
Norway,Master,15.0,107895.0
Canada,Post Grad,10.0,113447.0
United States of America,Master,40.0,180000.0
United States of America,Master,0.5,55000.0
United States of America,Master,7.0,160000.0
United Kingdom of Great Britain and Northern Ireland,Master,0.5,45241.0
United States of America,Post Grad,4.0,160000.0
Russian Federation,Bachelor,10.0,18876.0
India,Bachelor,2.0,201048.0
India,Bachelor,13.0,139600.0
United States of America,Bachelor,20.0,240000.0
Germany,Bachelor,2.0,54049.0
Brazil,No College,9.0,27492.0
Germany,Master,15.0,68362.0
France,Master,4.0,54049.0
Norway,Bachelor,9.0,91711.0
Canada,Master,10.0,37816.0
United States of America,Bachelor,8.0,125000.0
Canada,Bachelor,12.0,102102.0
United States of America,Master,10.0,97000.0
Canada,Bachelor,8.0,52950.0
Canada,Bachelor,5.0,89245.0
United States of America,Bachelor,2.0,92000.0
United Kingdom of Great Britain and Northern Ireland,Master,14.0,82080.0
United States of America,Master,20.0,175000.0
Spain,Master,6.0,55128.0
United States of America,Bachelor,19.0,161400.0
United States of America,Master,26.0,125000.0
United States of America,Bachelor,4.0,154000.0
United States of America,Bachelor,4.0,85000.0
Germany,No College,3.0,43239.0
United States of America,Master,3.0,105000.0
Canada,Bachelor,11.0,58992.0
United States of America,Master,25.0,172500.0
United States of America,Master,17.0,174000.0
Brazil,Bachelor,30.0,27492.0
Brazil,Bachelor,13.0,15120.0
United States of America,Master,20.0,150000.0
United States of America,No College,27.0,200000.0
United States of America,Master,27.0,165000.0
United Kingdom of Great Britain and Northern Ireland,No College,31.0,78847.0
United States of America,Master,30.0,200000.0
United States of America,Bachelor,20.0,100000.0
United States of America,Master,6.0,140000.0
United States of America,Bachelor,5.0,115000.0
United States of America,Bachelor,13.0,64000.0
France,Master,5.0,52968.0
United States of America,No College,5.0,125000.0
United States of America,Bachelor,2.0,105000.0
France,Master,13.0,61616.0
United States of America,Master,33.0,170000.0
Brazil,Bachelor,10.0,19452.0
Canada,No College,4.0,51429.0
Canada,Bachelor,3.0,53698.0
India,Bachelor,4.0,50268.0
France,Bachelor,3.0,45401.0
United States of America,Bachelor,4.0,126000.0
United States of America,Master,10.0,225000.0
Sweden,No College,6.0,61368.0
Poland,Master,16.0,44297.0
Canada,Bachelor,12.0,90758.0
Germany,Master,8.0,99450.0
Canada,Bachelor,3.0,121010.0
United States of America,Master,10.0,100000.0
United States of America,No College,12.0,190000.0
Netherlands,Master,8.0,47352.0
United States of America,Bachelor,10.0,120000.0
United States of America,No College,27.0,190000.0
United States of America,Bachelor,5.0,92248.0
France,Master,7.0,43239.0
Canada,Bachelor,6.0,113447.0
Germany,No College,5.0,43239.0
United States of America,Master,0.5,85000.0
United Kingdom of Great Britain and Northern Ireland,Master,25.0,96945.0
United States of America,Bachelor,6.0,130000.0
Turkey,Bachelor,2.0,19728.0
United States of America,Bachelor,5.0,235000.0
United States of America,Bachelor,9.0,132000.0
United States of America,Master,15.0,160000.0
United States of America,Bachelor,7.0,94000.0
United Kingdom of Great Britain and Northern Ireland,No College,2.0,58167.0
United States of America,Master,3.0,95000.0
Brazil,No College,32.0,30240.0
India,Bachelor,4.0,33508.0
United States of America,Bachelor,35.0,100000.0
Netherlands,Master,9.0,70264.0
Poland,Bachelor,12.0,82920.0
United States of America,Bachelor,5.0,150000.0
United States of America,Bachelor,9.0,143000.0
United States of America,Bachelor,20.0,140000.0
United States of America,Bachelor,4.0,140000.0
Brazil,Bachelor,5.0,35736.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,67861.0
United States of America,Bachelor,10.0,111000.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,38778.0
Germany,Master,11.0,71340.0
Sweden,Master,3.0,73644.0
Norway,Master,6.0,90632.0
United States of America,Master,9.0,88000.0
Brazil,Master,9.0,27216.0
United States of America,No College,2.0,90000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,84019.0
India,Bachelor,9.0,34904.0
Canada,Bachelor,3.0,76388.0
India,Bachelor,2.0,11169.0
India,Master,4.0,16752.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,33607.0
Canada,Bachelor,6.0,54455.0
United States of America,Post Grad,20.0,140000.0
United States of America,Bachelor,4.0,85000.0
United States of America,Bachelor,16.0,99000.0
United Kingdom of Great Britain and Northern Ireland,Master,0.5,239130.0
India,Bachelor,4.0,10507.0
Spain,No College,5.0,45401.0
Brazil,No College,11.0,68724.0
United States of America,No College,7.0,162000.0
United States of America,Bachelor,2.0,70000.0
Netherlands,Bachelor,6.0,48644.0
United Kingdom of Great Britain and Northern Ireland,No College,5.0,49765.0
Germany,Bachelor,4.0,64859.0
United States of America,Bachelor,7.0,170000.0
United States of America,Bachelor,20.0,150000.0
United States of America,Post Grad,17.0,172000.0
United States of America,Master,5.0,90000.0
Canada,Master,20.0,79413.0
Netherlands,Bachelor,6.0,240000.0
Canada,Master,5.0,62018.0
United States of America,Master,16.0,70000.0
United States of America,Bachelor,41.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Master,20.0,129259.0
United States of America,Bachelor,2.0,62645.0
United States of America,Bachelor,16.0,120000.0
United States of America,Master,15.0,100000.0
Germany,Master,7.0,64859.0
India,Bachelor,3.0,39876.0
United States of America,Bachelor,25.0,165000.0
United States of America,Bachelor,4.0,88000.0
Germany,Master,21.0,86478.0
United States of America,Bachelor,11.0,200000.0
United States of America,Master,26.0,104000.0
United States of America,Bachelor,16.0,157500.0
Germany,No College,2.0,36744.0
Canada,No College,10.0,83194.0
United States of America,No College,18.0,115000.0
Canada,No College,20.0,75650.0
United States of America,Bachelor,19.0,210000.0
United States of America,Bachelor,4.0,121000.0
United States of America,Bachelor,3.0,120000.0
United States of America,Bachelor,14.0,141000.0
Sweden,No College,11.0,54000.0
India,Bachelor,6.0,16752.0
United States of America,Bachelor,3.0,96000.0
United States of America,Bachelor,6.0,60000.0
France,Master,5.0,70264.0
United States of America,No College,18.0,118000.0
United States of America,Master,28.0,213000.0
United States of America,Master,4.0,100000.0
United States of America,Bachelor,5.0,168600.0
Canada,No College,3.0,60505.0
United States of America,No College,9.0,110000.0
United States of America,Bachelor,6.0,80000.0
United States of America,No College,4.0,85000.0
United States of America,Bachelor,3.0,45000.0
United States of America,Bachelor,3.0,68000.0
Canada,Master,20.0,189078.0
United States of America,Bachelor,19.0,140000.0
United States of America,Bachelor,33.0,114000.0
United States of America,Bachelor,5.0,95000.0
United States of America,Bachelor,10.0,160000.0
United States of America,No College,21.0,115000.0
United States of America,No College,3.0,80000.0
United States of America,Master,39.0,160160.0
Netherlands,Bachelor,2.0,36000.0
Germany,Bachelor,15.0,84316.0
United States of America,Master,15.0,95000.0
Sweden,No College,6.0,50760.0
Norway,Bachelor,26.0,107895.0
Australia,Bachelor,19.0,110236.0
United States of America,Bachelor,2.0,120000.0
United States of America,Bachelor,6.0,135000.0
United States of America,No College,4.0,115000.0
United States of America,No College,16.0,105000.0
United States of America,Bachelor,3.0,90000.0
United States of America,Master,3.0,130000.0
United States of America,Bachelor,1.0,180000.0
United States of America,Bachelor,12.0,165000.0
United States of America,No College,20.0,85000.0
United States of America,Bachelor,2.0,70212.0
United Kingdom of Great Britain and Northern Ireland,No College,5.0,105993.0
United States of America,Bachelor,0.5,80000.0
Canada,No College,7.0,52942.0
Brazil,Bachelor,11.0,38484.0
